sample_id,subject_id,session_id,media_path,label,label_source,split,recorded_sex
01-01-01-01-01-02-07,actor-07,01-01-01-01-01-02-07,data\ravdess\Actor_07\01-01-01-01-01-02-07.mp4,neutral,RAVDESS acted emotion,train,male
01-01-01-01-02-01-07,actor-07,01-01-01-01-02-01-07,data\ravdess\Actor_07\01-01-01-01-02-01-07.mp4,neutral,RAVDESS acted emotion,train,male
01-01-01-01-02-02-07,actor-07,01-01-01-01-02-02-07,data\ravdess\Actor_07\01-01-01-01-02-02-07.mp4,neutral,RAVDESS acted emotion,train,male
01-01-02-01-01-01-07,actor-07,01-01-02-01-01-01-07,data\ravdess\Actor_07\01-01-02-01-01-01-07.mp4,calm,RAVDESS acted emotion,train,male
01-01-02-01-01-02-07,actor-07,01-01-02-01-01-02-07,data\ravdess\Actor_07\01-01-02-01-01-02-07.mp4,calm,RAVDESS acted emotion,train,male
01-01-02-01-02-01-07,actor-07,01-01-02-01-02-01-07,data\ravdess\Actor_07\01-01-02-01-02-01-07.mp4,calm,RAVDESS acted emotion,train,male
01-01-02-01-02-02-07,actor-07,01-01-02-01-02-02-07,data\ravdess\Actor_07\01-01-02-01-02-02-07.mp4,calm,RAVDESS acted emotion,train,male
01-01-02-02-01-01-07,actor-07,01-01-02-02-01-01-07,data\ravdess\Actor_07\01-01-02-02-01-01-07.mp4,calm,RAVDESS acted emotion,train,male
01-01-02-02-01-02-07,actor-07,01-01-02-02-01-02-07,data\ravdess\Actor_07\01-01-02-02-01-02-07.mp4,calm,RAVDESS acted emotion,train,male
01-01-02-02-02-01-07,actor-07,01-01-02-02-02-01-07,data\ravdess\Actor_07\01-01-02-02-02-01-07.mp4,calm,RAVDESS acted emotion,train,male
01-01-02-02-02-02-07,actor-07,01-01-02-02-02-02-07,data\ravdess\Actor_07\01-01-02-02-02-02-07.mp4,calm,RAVDESS acted emotion,train,male
01-01-03-01-01-01-07,actor-07,01-01-03-01-01-01-07,data\ravdess\Actor_07\01-01-03-01-01-01-07.mp4,happy,RAVDESS acted emotion,train,male
01-01-03-01-01-02-07,actor-07,01-01-03-01-01-02-07,data\ravdess\Actor_07\01-01-03-01-01-02-07.mp4,happy,RAVDESS acted emotion,train,male
01-01-03-01-02-01-07,actor-07,01-01-03-01-02-01-07,data\ravdess\Actor_07\01-01-03-01-02-01-07.mp4,happy,RAVDESS acted emotion,train,male
01-01-03-01-02-02-07,actor-07,01-01-03-01-02-02-07,data\ravdess\Actor_07\01-01-03-01-02-02-07.mp4,happy,RAVDESS acted emotion,train,male
01-01-03-02-01-01-07,actor-07,01-01-03-02-01-01-07,data\ravdess\Actor_07\01-01-03-02-01-01-07.mp4,happy,RAVDESS acted emotion,train,male
01-01-03-02-01-02-07,actor-07,01-01-03-02-01-02-07,data\ravdess\Actor_07\01-01-03-02-01-02-07.mp4,happy,RAVDESS acted emotion,train,male
01-01-03-02-02-01-07,actor-07,01-01-03-02-02-01-07,data\ravdess\Actor_07\01-01-03-02-02-01-07.mp4,happy,RAVDESS acted emotion,train,male
01-01-03-02-02-02-07,actor-07,01-01-03-02-02-02-07,data\ravdess\Actor_07\01-01-03-02-02-02-07.mp4,happy,RAVDESS acted emotion,train,male
01-01-04-01-01-01-07,actor-07,01-01-04-01-01-01-07,data\ravdess\Actor_07\01-01-04-01-01-01-07.mp4,sad,RAVDESS acted emotion,train,male
01-01-04-01-01-02-07,actor-07,01-01-04-01-01-02-07,data\ravdess\Actor_07\01-01-04-01-01-02-07.mp4,sad,RAVDESS acted emotion,train,male
01-01-04-01-02-01-07,actor-07,01-01-04-01-02-01-07,data\ravdess\Actor_07\01-01-04-01-02-01-07.mp4,sad,RAVDESS acted emotion,train,male
01-01-04-01-02-02-07,actor-07,01-01-04-01-02-02-07,data\ravdess\Actor_07\01-01-04-01-02-02-07.mp4,sad,RAVDESS acted emotion,train,male
01-01-04-02-01-01-07,actor-07,01-01-04-02-01-01-07,data\ravdess\Actor_07\01-01-04-02-01-01-07.mp4,sad,RAVDESS acted emotion,train,male
01-01-04-02-01-02-07,actor-07,01-01-04-02-01-02-07,data\ravdess\Actor_07\01-01-04-02-01-02-07.mp4,sad,RAVDESS acted emotion,train,male
01-01-04-02-02-01-07,actor-07,01-01-04-02-02-01-07,data\ravdess\Actor_07\01-01-04-02-02-01-07.mp4,sad,RAVDESS acted emotion,train,male
01-01-04-02-02-02-07,actor-07,01-01-04-02-02-02-07,data\ravdess\Actor_07\01-01-04-02-02-02-07.mp4,sad,RAVDESS acted emotion,train,male
01-01-05-01-01-01-07,actor-07,01-01-05-01-01-01-07,data\ravdess\Actor_07\01-01-05-01-01-01-07.mp4,angry,RAVDESS acted emotion,train,male
01-01-05-01-01-02-07,actor-07,01-01-05-01-01-02-07,data\ravdess\Actor_07\01-01-05-01-01-02-07.mp4,angry,RAVDESS acted emotion,train,male
01-01-05-01-02-01-07,actor-07,01-01-05-01-02-01-07,data\ravdess\Actor_07\01-01-05-01-02-01-07.mp4,angry,RAVDESS acted emotion,train,male
01-01-05-01-02-02-07,actor-07,01-01-05-01-02-02-07,data\ravdess\Actor_07\01-01-05-01-02-02-07.mp4,angry,RAVDESS acted emotion,train,male
01-01-05-02-01-01-07,actor-07,01-01-05-02-01-01-07,data\ravdess\Actor_07\01-01-05-02-01-01-07.mp4,angry,RAVDESS acted emotion,train,male
01-01-05-02-01-02-07,actor-07,01-01-05-02-01-02-07,data\ravdess\Actor_07\01-01-05-02-01-02-07.mp4,angry,RAVDESS acted emotion,train,male
01-01-05-02-02-01-07,actor-07,01-01-05-02-02-01-07,data\ravdess\Actor_07\01-01-05-02-02-01-07.mp4,angry,RAVDESS acted emotion,train,male
01-01-05-02-02-02-07,actor-07,01-01-05-02-02-02-07,data\ravdess\Actor_07\01-01-05-02-02-02-07.mp4,angry,RAVDESS acted emotion,train,male
01-01-06-01-01-01-07,actor-07,01-01-06-01-01-01-07,data\ravdess\Actor_07\01-01-06-01-01-01-07.mp4,fearful,RAVDESS acted emotion,train,male
01-01-06-01-01-02-07,actor-07,01-01-06-01-01-02-07,data\ravdess\Actor_07\01-01-06-01-01-02-07.mp4,fearful,RAVDESS acted emotion,train,male
01-01-06-01-02-01-07,actor-07,01-01-06-01-02-01-07,data\ravdess\Actor_07\01-01-06-01-02-01-07.mp4,fearful,RAVDESS acted emotion,train,male
01-01-06-01-02-02-07,actor-07,01-01-06-01-02-02-07,data\ravdess\Actor_07\01-01-06-01-02-02-07.mp4,fearful,RAVDESS acted emotion,train,male
01-01-06-02-01-01-07,actor-07,01-01-06-02-01-01-07,data\ravdess\Actor_07\01-01-06-02-01-01-07.mp4,fearful,RAVDESS acted emotion,train,male
01-01-06-02-01-02-07,actor-07,01-01-06-02-01-02-07,data\ravdess\Actor_07\01-01-06-02-01-02-07.mp4,fearful,RAVDESS acted emotion,train,male
01-01-06-02-02-01-07,actor-07,01-01-06-02-02-01-07,data\ravdess\Actor_07\01-01-06-02-02-01-07.mp4,fearful,RAVDESS acted emotion,train,male
01-01-06-02-02-02-07,actor-07,01-01-06-02-02-02-07,data\ravdess\Actor_07\01-01-06-02-02-02-07.mp4,fearful,RAVDESS acted emotion,train,male
01-01-07-01-01-01-07,actor-07,01-01-07-01-01-01-07,data\ravdess\Actor_07\01-01-07-01-01-01-07.mp4,disgust,RAVDESS acted emotion,train,male
01-01-07-01-01-02-07,actor-07,01-01-07-01-01-02-07,data\ravdess\Actor_07\01-01-07-01-01-02-07.mp4,disgust,RAVDESS acted emotion,train,male
01-01-07-01-02-01-07,actor-07,01-01-07-01-02-01-07,data\ravdess\Actor_07\01-01-07-01-02-01-07.mp4,disgust,RAVDESS acted emotion,train,male
01-01-07-01-02-02-07,actor-07,01-01-07-01-02-02-07,data\ravdess\Actor_07\01-01-07-01-02-02-07.mp4,disgust,RAVDESS acted emotion,train,male
01-01-07-02-01-01-07,actor-07,01-01-07-02-01-01-07,data\ravdess\Actor_07\01-01-07-02-01-01-07.mp4,disgust,RAVDESS acted emotion,train,male
01-01-07-02-01-02-07,actor-07,01-01-07-02-01-02-07,data\ravdess\Actor_07\01-01-07-02-01-02-07.mp4,disgust,RAVDESS acted emotion,train,male
01-01-07-02-02-01-07,actor-07,01-01-07-02-02-01-07,data\ravdess\Actor_07\01-01-07-02-02-01-07.mp4,disgust,RAVDESS acted emotion,train,male
01-01-07-02-02-02-07,actor-07,01-01-07-02-02-02-07,data\ravdess\Actor_07\01-01-07-02-02-02-07.mp4,disgust,RAVDESS acted emotion,train,male
01-01-08-01-01-01-07,actor-07,01-01-08-01-01-01-07,data\ravdess\Actor_07\01-01-08-01-01-01-07.mp4,surprised,RAVDESS acted emotion,train,male
01-01-08-01-01-02-07,actor-07,01-01-08-01-01-02-07,data\ravdess\Actor_07\01-01-08-01-01-02-07.mp4,surprised,RAVDESS acted emotion,train,male
01-01-08-01-02-01-07,actor-07,01-01-08-01-02-01-07,data\ravdess\Actor_07\01-01-08-01-02-01-07.mp4,surprised,RAVDESS acted emotion,train,male
01-01-08-01-02-02-07,actor-07,01-01-08-01-02-02-07,data\ravdess\Actor_07\01-01-08-01-02-02-07.mp4,surprised,RAVDESS acted emotion,train,male
01-01-08-02-01-01-07,actor-07,01-01-08-02-01-01-07,data\ravdess\Actor_07\01-01-08-02-01-01-07.mp4,surprised,RAVDESS acted emotion,train,male
01-01-08-02-01-02-07,actor-07,01-01-08-02-01-02-07,data\ravdess\Actor_07\01-01-08-02-01-02-07.mp4,surprised,RAVDESS acted emotion,train,male
01-01-08-02-02-01-07,actor-07,01-01-08-02-02-01-07,data\ravdess\Actor_07\01-01-08-02-02-01-07.mp4,surprised,RAVDESS acted emotion,train,male
01-01-08-02-02-02-07,actor-07,01-01-08-02-02-02-07,data\ravdess\Actor_07\01-01-08-02-02-02-07.mp4,surprised,RAVDESS acted emotion,train,male
01-01-01-01-01-01-08,actor-08,01-01-01-01-01-01-08,data\ravdess\Actor_08\01-01-01-01-01-01-08.mp4,neutral,RAVDESS acted emotion,validation,female
01-01-01-01-01-02-08,actor-08,01-01-01-01-01-02-08,data\ravdess\Actor_08\01-01-01-01-01-02-08.mp4,neutral,RAVDESS acted emotion,validation,female
01-01-01-01-02-01-08,actor-08,01-01-01-01-02-01-08,data\ravdess\Actor_08\01-01-01-01-02-01-08.mp4,neutral,RAVDESS acted emotion,validation,female
01-01-01-01-02-02-08,actor-08,01-01-01-01-02-02-08,data\ravdess\Actor_08\01-01-01-01-02-02-08.mp4,neutral,RAVDESS acted emotion,validation,female
01-01-02-01-01-01-08,actor-08,01-01-02-01-01-01-08,data\ravdess\Actor_08\01-01-02-01-01-01-08.mp4,calm,RAVDESS acted emotion,validation,female
01-01-02-01-01-02-08,actor-08,01-01-02-01-01-02-08,data\ravdess\Actor_08\01-01-02-01-01-02-08.mp4,calm,RAVDESS acted emotion,validation,female
01-01-02-01-02-01-08,actor-08,01-01-02-01-02-01-08,data\ravdess\Actor_08\01-01-02-01-02-01-08.mp4,calm,RAVDESS acted emotion,validation,female
01-01-02-01-02-02-08,actor-08,01-01-02-01-02-02-08,data\ravdess\Actor_08\01-01-02-01-02-02-08.mp4,calm,RAVDESS acted emotion,validation,female
01-01-02-02-01-01-08,actor-08,01-01-02-02-01-01-08,data\ravdess\Actor_08\01-01-02-02-01-01-08.mp4,calm,RAVDESS acted emotion,validation,female
01-01-02-02-01-02-08,actor-08,01-01-02-02-01-02-08,data\ravdess\Actor_08\01-01-02-02-01-02-08.mp4,calm,RAVDESS acted emotion,validation,female
01-01-02-02-02-01-08,actor-08,01-01-02-02-02-01-08,data\ravdess\Actor_08\01-01-02-02-02-01-08.mp4,calm,RAVDESS acted emotion,validation,female
01-01-02-02-02-02-08,actor-08,01-01-02-02-02-02-08,data\ravdess\Actor_08\01-01-02-02-02-02-08.mp4,calm,RAVDESS acted emotion,validation,female
01-01-03-01-01-01-08,actor-08,01-01-03-01-01-01-08,data\ravdess\Actor_08\01-01-03-01-01-01-08.mp4,happy,RAVDESS acted emotion,validation,female
01-01-03-01-01-02-08,actor-08,01-01-03-01-01-02-08,data\ravdess\Actor_08\01-01-03-01-01-02-08.mp4,happy,RAVDESS acted emotion,validation,female
01-01-03-01-02-01-08,actor-08,01-01-03-01-02-01-08,data\ravdess\Actor_08\01-01-03-01-02-01-08.mp4,happy,RAVDESS acted emotion,validation,female
01-01-03-01-02-02-08,actor-08,01-01-03-01-02-02-08,data\ravdess\Actor_08\01-01-03-01-02-02-08.mp4,happy,RAVDESS acted emotion,validation,female
01-01-03-02-01-01-08,actor-08,01-01-03-02-01-01-08,data\ravdess\Actor_08\01-01-03-02-01-01-08.mp4,happy,RAVDESS acted emotion,validation,female
01-01-03-02-01-02-08,actor-08,01-01-03-02-01-02-08,data\ravdess\Actor_08\01-01-03-02-01-02-08.mp4,happy,RAVDESS acted emotion,validation,female
01-01-03-02-02-01-08,actor-08,01-01-03-02-02-01-08,data\ravdess\Actor_08\01-01-03-02-02-01-08.mp4,happy,RAVDESS acted emotion,validation,female
01-01-03-02-02-02-08,actor-08,01-01-03-02-02-02-08,data\ravdess\Actor_08\01-01-03-02-02-02-08.mp4,happy,RAVDESS acted emotion,validation,female
01-01-04-01-01-01-08,actor-08,01-01-04-01-01-01-08,data\ravdess\Actor_08\01-01-04-01-01-01-08.mp4,sad,RAVDESS acted emotion,validation,female
01-01-04-01-01-02-08,actor-08,01-01-04-01-01-02-08,data\ravdess\Actor_08\01-01-04-01-01-02-08.mp4,sad,RAVDESS acted emotion,validation,female
01-01-04-01-02-01-08,actor-08,01-01-04-01-02-01-08,data\ravdess\Actor_08\01-01-04-01-02-01-08.mp4,sad,RAVDESS acted emotion,validation,female
01-01-04-01-02-02-08,actor-08,01-01-04-01-02-02-08,data\ravdess\Actor_08\01-01-04-01-02-02-08.mp4,sad,RAVDESS acted emotion,validation,female
01-01-04-02-01-01-08,actor-08,01-01-04-02-01-01-08,data\ravdess\Actor_08\01-01-04-02-01-01-08.mp4,sad,RAVDESS acted emotion,validation,female
01-01-04-02-01-02-08,actor-08,01-01-04-02-01-02-08,data\ravdess\Actor_08\01-01-04-02-01-02-08.mp4,sad,RAVDESS acted emotion,validation,female
01-01-04-02-02-01-08,actor-08,01-01-04-02-02-01-08,data\ravdess\Actor_08\01-01-04-02-02-01-08.mp4,sad,RAVDESS acted emotion,validation,female
01-01-04-02-02-02-08,actor-08,01-01-04-02-02-02-08,data\ravdess\Actor_08\01-01-04-02-02-02-08.mp4,sad,RAVDESS acted emotion,validation,female
01-01-05-01-01-01-08,actor-08,01-01-05-01-01-01-08,data\ravdess\Actor_08\01-01-05-01-01-01-08.mp4,angry,RAVDESS acted emotion,validation,female
01-01-05-01-01-02-08,actor-08,01-01-05-01-01-02-08,data\ravdess\Actor_08\01-01-05-01-01-02-08.mp4,angry,RAVDESS acted emotion,validation,female
01-01-05-01-02-01-08,actor-08,01-01-05-01-02-01-08,data\ravdess\Actor_08\01-01-05-01-02-01-08.mp4,angry,RAVDESS acted emotion,validation,female
01-01-05-01-02-02-08,actor-08,01-01-05-01-02-02-08,data\ravdess\Actor_08\01-01-05-01-02-02-08.mp4,angry,RAVDESS acted emotion,validation,female
01-01-05-02-01-01-08,actor-08,01-01-05-02-01-01-08,data\ravdess\Actor_08\01-01-05-02-01-01-08.mp4,angry,RAVDESS acted emotion,validation,female
01-01-05-02-01-02-08,actor-08,01-01-05-02-01-02-08,data\ravdess\Actor_08\01-01-05-02-01-02-08.mp4,angry,RAVDESS acted emotion,validation,female
01-01-05-02-02-01-08,actor-08,01-01-05-02-02-01-08,data\ravdess\Actor_08\01-01-05-02-02-01-08.mp4,angry,RAVDESS acted emotion,validation,female
01-01-05-02-02-02-08,actor-08,01-01-05-02-02-02-08,data\ravdess\Actor_08\01-01-05-02-02-02-08.mp4,angry,RAVDESS acted emotion,validation,female
01-01-06-01-01-01-08,actor-08,01-01-06-01-01-01-08,data\ravdess\Actor_08\01-01-06-01-01-01-08.mp4,fearful,RAVDESS acted emotion,validation,female
01-01-06-01-01-02-08,actor-08,01-01-06-01-01-02-08,data\ravdess\Actor_08\01-01-06-01-01-02-08.mp4,fearful,RAVDESS acted emotion,validation,female
01-01-06-01-02-01-08,actor-08,01-01-06-01-02-01-08,data\ravdess\Actor_08\01-01-06-01-02-01-08.mp4,fearful,RAVDESS acted emotion,validation,female
01-01-06-01-02-02-08,actor-08,01-01-06-01-02-02-08,data\ravdess\Actor_08\01-01-06-01-02-02-08.mp4,fearful,RAVDESS acted emotion,validation,female
01-01-06-02-01-01-08,actor-08,01-01-06-02-01-01-08,data\ravdess\Actor_08\01-01-06-02-01-01-08.mp4,fearful,RAVDESS acted emotion,validation,female
01-01-06-02-01-02-08,actor-08,01-01-06-02-01-02-08,data\ravdess\Actor_08\01-01-06-02-01-02-08.mp4,fearful,RAVDESS acted emotion,validation,female
01-01-06-02-02-01-08,actor-08,01-01-06-02-02-01-08,data\ravdess\Actor_08\01-01-06-02-02-01-08.mp4,fearful,RAVDESS acted emotion,validation,female
01-01-06-02-02-02-08,actor-08,01-01-06-02-02-02-08,data\ravdess\Actor_08\01-01-06-02-02-02-08.mp4,fearful,RAVDESS acted emotion,validation,female
01-01-07-01-01-01-08,actor-08,01-01-07-01-01-01-08,data\ravdess\Actor_08\01-01-07-01-01-01-08.mp4,disgust,RAVDESS acted emotion,validation,female
01-01-07-01-01-02-08,actor-08,01-01-07-01-01-02-08,data\ravdess\Actor_08\01-01-07-01-01-02-08.mp4,disgust,RAVDESS acted emotion,validation,female
01-01-07-01-02-01-08,actor-08,01-01-07-01-02-01-08,data\ravdess\Actor_08\01-01-07-01-02-01-08.mp4,disgust,RAVDESS acted emotion,validation,female
01-01-07-01-02-02-08,actor-08,01-01-07-01-02-02-08,data\ravdess\Actor_08\01-01-07-01-02-02-08.mp4,disgust,RAVDESS acted emotion,validation,female
01-01-07-02-01-01-08,actor-08,01-01-07-02-01-01-08,data\ravdess\Actor_08\01-01-07-02-01-01-08.mp4,disgust,RAVDESS acted emotion,validation,female
01-01-07-02-01-02-08,actor-08,01-01-07-02-01-02-08,data\ravdess\Actor_08\01-01-07-02-01-02-08.mp4,disgust,RAVDESS acted emotion,validation,female
01-01-07-02-02-01-08,actor-08,01-01-07-02-02-01-08,data\ravdess\Actor_08\01-01-07-02-02-01-08.mp4,disgust,RAVDESS acted emotion,validation,female
01-01-07-02-02-02-08,actor-08,01-01-07-02-02-02-08,data\ravdess\Actor_08\01-01-07-02-02-02-08.mp4,disgust,RAVDESS acted emotion,validation,female
01-01-08-01-01-01-08,actor-08,01-01-08-01-01-01-08,data\ravdess\Actor_08\01-01-08-01-01-01-08.mp4,surprised,RAVDESS acted emotion,validation,female
01-01-08-01-01-02-08,actor-08,01-01-08-01-01-02-08,data\ravdess\Actor_08\01-01-08-01-01-02-08.mp4,surprised,RAVDESS acted emotion,validation,female
01-01-08-01-02-01-08,actor-08,01-01-08-01-02-01-08,data\ravdess\Actor_08\01-01-08-01-02-01-08.mp4,surprised,RAVDESS acted emotion,validation,female
01-01-08-01-02-02-08,actor-08,01-01-08-01-02-02-08,data\ravdess\Actor_08\01-01-08-01-02-02-08.mp4,surprised,RAVDESS acted emotion,validation,female
01-01-08-02-01-01-08,actor-08,01-01-08-02-01-01-08,data\ravdess\Actor_08\01-01-08-02-01-01-08.mp4,surprised,RAVDESS acted emotion,validation,female
01-01-08-02-01-02-08,actor-08,01-01-08-02-01-02-08,data\ravdess\Actor_08\01-01-08-02-01-02-08.mp4,surprised,RAVDESS acted emotion,validation,female
01-01-08-02-02-01-08,actor-08,01-01-08-02-02-01-08,data\ravdess\Actor_08\01-01-08-02-02-01-08.mp4,surprised,RAVDESS acted emotion,validation,female
01-01-08-02-02-02-08,actor-08,01-01-08-02-02-02-08,data\ravdess\Actor_08\01-01-08-02-02-02-08.mp4,surprised,RAVDESS acted emotion,validation,female
01-01-01-01-01-01-09,actor-09,01-01-01-01-01-01-09,data\ravdess\Actor_09\01-01-01-01-01-01-09.mp4,neutral,RAVDESS acted emotion,validation,male
01-01-01-01-01-02-09,actor-09,01-01-01-01-01-02-09,data\ravdess\Actor_09\01-01-01-01-01-02-09.mp4,neutral,RAVDESS acted emotion,validation,male
01-01-01-01-02-01-09,actor-09,01-01-01-01-02-01-09,data\ravdess\Actor_09\01-01-01-01-02-01-09.mp4,neutral,RAVDESS acted emotion,validation,male
01-01-01-01-02-02-09,actor-09,01-01-01-01-02-02-09,data\ravdess\Actor_09\01-01-01-01-02-02-09.mp4,neutral,RAVDESS acted emotion,validation,male
01-01-02-01-01-01-09,actor-09,01-01-02-01-01-01-09,data\ravdess\Actor_09\01-01-02-01-01-01-09.mp4,calm,RAVDESS acted emotion,validation,male
01-01-02-01-01-02-09,actor-09,01-01-02-01-01-02-09,data\ravdess\Actor_09\01-01-02-01-01-02-09.mp4,calm,RAVDESS acted emotion,validation,male
01-01-02-01-02-01-09,actor-09,01-01-02-01-02-01-09,data\ravdess\Actor_09\01-01-02-01-02-01-09.mp4,calm,RAVDESS acted emotion,validation,male
01-01-02-01-02-02-09,actor-09,01-01-02-01-02-02-09,data\ravdess\Actor_09\01-01-02-01-02-02-09.mp4,calm,RAVDESS acted emotion,validation,male
01-01-02-02-01-01-09,actor-09,01-01-02-02-01-01-09,data\ravdess\Actor_09\01-01-02-02-01-01-09.mp4,calm,RAVDESS acted emotion,validation,male
01-01-02-02-01-02-09,actor-09,01-01-02-02-01-02-09,data\ravdess\Actor_09\01-01-02-02-01-02-09.mp4,calm,RAVDESS acted emotion,validation,male
01-01-02-02-02-01-09,actor-09,01-01-02-02-02-01-09,data\ravdess\Actor_09\01-01-02-02-02-01-09.mp4,calm,RAVDESS acted emotion,validation,male
01-01-02-02-02-02-09,actor-09,01-01-02-02-02-02-09,data\ravdess\Actor_09\01-01-02-02-02-02-09.mp4,calm,RAVDESS acted emotion,validation,male
01-01-03-01-01-01-09,actor-09,01-01-03-01-01-01-09,data\ravdess\Actor_09\01-01-03-01-01-01-09.mp4,happy,RAVDESS acted emotion,validation,male
01-01-03-01-01-02-09,actor-09,01-01-03-01-01-02-09,data\ravdess\Actor_09\01-01-03-01-01-02-09.mp4,happy,RAVDESS acted emotion,validation,male
01-01-03-01-02-01-09,actor-09,01-01-03-01-02-01-09,data\ravdess\Actor_09\01-01-03-01-02-01-09.mp4,happy,RAVDESS acted emotion,validation,male
01-01-03-01-02-02-09,actor-09,01-01-03-01-02-02-09,data\ravdess\Actor_09\01-01-03-01-02-02-09.mp4,happy,RAVDESS acted emotion,validation,male
01-01-03-02-01-01-09,actor-09,01-01-03-02-01-01-09,data\ravdess\Actor_09\01-01-03-02-01-01-09.mp4,happy,RAVDESS acted emotion,validation,male
01-01-03-02-01-02-09,actor-09,01-01-03-02-01-02-09,data\ravdess\Actor_09\01-01-03-02-01-02-09.mp4,happy,RAVDESS acted emotion,validation,male
01-01-03-02-02-01-09,actor-09,01-01-03-02-02-01-09,data\ravdess\Actor_09\01-01-03-02-02-01-09.mp4,happy,RAVDESS acted emotion,validation,male
01-01-03-02-02-02-09,actor-09,01-01-03-02-02-02-09,data\ravdess\Actor_09\01-01-03-02-02-02-09.mp4,happy,RAVDESS acted emotion,validation,male
01-01-04-01-01-01-09,actor-09,01-01-04-01-01-01-09,data\ravdess\Actor_09\01-01-04-01-01-01-09.mp4,sad,RAVDESS acted emotion,validation,male
01-01-04-01-01-02-09,actor-09,01-01-04-01-01-02-09,data\ravdess\Actor_09\01-01-04-01-01-02-09.mp4,sad,RAVDESS acted emotion,validation,male
01-01-04-01-02-01-09,actor-09,01-01-04-01-02-01-09,data\ravdess\Actor_09\01-01-04-01-02-01-09.mp4,sad,RAVDESS acted emotion,validation,male
01-01-04-01-02-02-09,actor-09,01-01-04-01-02-02-09,data\ravdess\Actor_09\01-01-04-01-02-02-09.mp4,sad,RAVDESS acted emotion,validation,male
01-01-04-02-01-01-09,actor-09,01-01-04-02-01-01-09,data\ravdess\Actor_09\01-01-04-02-01-01-09.mp4,sad,RAVDESS acted emotion,validation,male
01-01-04-02-01-02-09,actor-09,01-01-04-02-01-02-09,data\ravdess\Actor_09\01-01-04-02-01-02-09.mp4,sad,RAVDESS acted emotion,validation,male
01-01-04-02-02-01-09,actor-09,01-01-04-02-02-01-09,data\ravdess\Actor_09\01-01-04-02-02-01-09.mp4,sad,RAVDESS acted emotion,validation,male
01-01-04-02-02-02-09,actor-09,01-01-04-02-02-02-09,data\ravdess\Actor_09\01-01-04-02-02-02-09.mp4,sad,RAVDESS acted emotion,validation,male
01-01-05-01-01-01-09,actor-09,01-01-05-01-01-01-09,data\ravdess\Actor_09\01-01-05-01-01-01-09.mp4,angry,RAVDESS acted emotion,validation,male
01-01-05-01-01-02-09,actor-09,01-01-05-01-01-02-09,data\ravdess\Actor_09\01-01-05-01-01-02-09.mp4,angry,RAVDESS acted emotion,validation,male
01-01-05-01-02-01-09,actor-09,01-01-05-01-02-01-09,data\ravdess\Actor_09\01-01-05-01-02-01-09.mp4,angry,RAVDESS acted emotion,validation,male
01-01-05-01-02-02-09,actor-09,01-01-05-01-02-02-09,data\ravdess\Actor_09\01-01-05-01-02-02-09.mp4,angry,RAVDESS acted emotion,validation,male
01-01-05-02-01-01-09,actor-09,01-01-05-02-01-01-09,data\ravdess\Actor_09\01-01-05-02-01-01-09.mp4,angry,RAVDESS acted emotion,validation,male
01-01-05-02-01-02-09,actor-09,01-01-05-02-01-02-09,data\ravdess\Actor_09\01-01-05-02-01-02-09.mp4,angry,RAVDESS acted emotion,validation,male
01-01-05-02-02-01-09,actor-09,01-01-05-02-02-01-09,data\ravdess\Actor_09\01-01-05-02-02-01-09.mp4,angry,RAVDESS acted emotion,validation,male
01-01-05-02-02-02-09,actor-09,01-01-05-02-02-02-09,data\ravdess\Actor_09\01-01-05-02-02-02-09.mp4,angry,RAVDESS acted emotion,validation,male
01-01-06-01-01-01-09,actor-09,01-01-06-01-01-01-09,data\ravdess\Actor_09\01-01-06-01-01-01-09.mp4,fearful,RAVDESS acted emotion,validation,male
01-01-06-01-01-02-09,actor-09,01-01-06-01-01-02-09,data\ravdess\Actor_09\01-01-06-01-01-02-09.mp4,fearful,RAVDESS acted emotion,validation,male
01-01-06-01-02-01-09,actor-09,01-01-06-01-02-01-09,data\ravdess\Actor_09\01-01-06-01-02-01-09.mp4,fearful,RAVDESS acted emotion,validation,male
01-01-06-01-02-02-09,actor-09,01-01-06-01-02-02-09,data\ravdess\Actor_09\01-01-06-01-02-02-09.mp4,fearful,RAVDESS acted emotion,validation,male
01-01-06-02-01-01-09,actor-09,01-01-06-02-01-01-09,data\ravdess\Actor_09\01-01-06-02-01-01-09.mp4,fearful,RAVDESS acted emotion,validation,male
01-01-06-02-01-02-09,actor-09,01-01-06-02-01-02-09,data\ravdess\Actor_09\01-01-06-02-01-02-09.mp4,fearful,RAVDESS acted emotion,validation,male
01-01-06-02-02-01-09,actor-09,01-01-06-02-02-01-09,data\ravdess\Actor_09\01-01-06-02-02-01-09.mp4,fearful,RAVDESS acted emotion,validation,male
01-01-06-02-02-02-09,actor-09,01-01-06-02-02-02-09,data\ravdess\Actor_09\01-01-06-02-02-02-09.mp4,fearful,RAVDESS acted emotion,validation,male
01-01-07-01-01-01-09,actor-09,01-01-07-01-01-01-09,data\ravdess\Actor_09\01-01-07-01-01-01-09.mp4,disgust,RAVDESS acted emotion,validation,male
01-01-07-01-01-02-09,actor-09,01-01-07-01-01-02-09,data\ravdess\Actor_09\01-01-07-01-01-02-09.mp4,disgust,RAVDESS acted emotion,validation,male
01-01-07-01-02-01-09,actor-09,01-01-07-01-02-01-09,data\ravdess\Actor_09\01-01-07-01-02-01-09.mp4,disgust,RAVDESS acted emotion,validation,male
